app_franchise,app_id,app_name,app_name_raw,app_type,appannie_url,device,device_supported,download_country_code,downloads,iap_enabled,month_id,price_avg,price_end,price_start,primary_category,primary_category_raw,publisher_id,publisher_name,publisher_name_raw,publisher_parent,rating_avg_all,rating_avg_cur,rating_count_all,rating_count_all_1,rating_count_all_2,rating_count_all_3,rating_count_all_4,rating_count_all_5,rating_count_cur,rating_count_cur_1,rating_count_cur_2,rating_count_cur_3,rating_count_cur_4,rating_count_cur_5,release_date_id,revenue_app,revenue_iap,store,week_id
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,71881,FALSE,166,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,23971,3174,1351,3082,6258,10106,325,16,11,40,76,182,4598,0,0,iOS,726
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,82018,FALSE,167,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,24917,3246,1385,3202,6562,10522,1566,102,58,185,468,753,4598,0,0,iOS,727
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,91329,FALSE,167,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,25485,3298,1397,3275,6744,10771,2280,157,75,272,697,1079,4598,0,0,iOS,728
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,95101,FALSE,167,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,26004,3337,1423,3340,6885,11019,249,15,11,23,62,138,4598,0,0,iOS,729
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,90574,FALSE,167,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4.5,26665,3356,1445,3405,7096,11363,1091,40,35,106,336,574,4598,0,0,iOS,730
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,91800,FALSE,167,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,27304,3395,1456,3470,7275,11708,1861,87,48,180,564,982,4598,0,0,iOS,731
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,104349,FALSE,168,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,27882,3413,1464,3531,7468,12006,2615,126,65,262,801,1361,4598,0,0,iOS,732
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,94577,FALSE,168,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,28408,3441,1473,3586,7635,12273,3212,158,75,320,1001,1658,4598,0,0,iOS,733
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,95830,FALSE,168,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,28850,3458,1487,3640,7793,12472,3705,177,89,378,1173,1888,4598,0,0,iOS,734
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,129683,FALSE,168,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,29305,3494,1500,3692,7938,12681,4217,215,106,439,1339,2118,4598,0,0,iOS,735
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,110622,FALSE,169,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,29753,3523,1521,3752,8071,12886,4705,248,128,504,1486,2339,4598,0,0,iOS,736
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,169116,FALSE,169,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,30190,3553,1536,3810,8203,13088,5170,280,145,562,1626,2557,4598,0,0,iOS,737
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,181655,FALSE,169,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,30738,3603,1549,3869,8378,13339,5745,331,158,624,1809,2823,4598,0,0,iOS,738
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,156657,FALSE,169,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,31470,3656,1596,3946,8568,13704,424,36,29,41,104,214,4598,0,0,iOS,739
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,138343,FALSE,170,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,32138,3690,1618,4048,8758,14024,952,63,45,126,256,462,4598,0,0,iOS,740
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,155777,FALSE,170,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,32937,3738,1646,4165,9003,14385,260,19,15,26,72,128,4598,0,0,iOS,741
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,205242,FALSE,170,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,33809,3783,1673,4285,9305,14763,523,44,21,61,149,248,4598,0,0,iOS,742
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,180262,FALSE,170,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,34531,3814,1692,4396,9539,15090,853,70,28,104,243,408,4598,0,0,iOS,743
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,153172,FALSE,170,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,35160,3856,1715,4495,9730,15364,1181,103,38,142,325,573,4598,0,0,iOS,744
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,159966,FALSE,171,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,35731,3882,1740,4566,9937,15606,1484,126,47,179,435,697,4598,0,0,iOS,745
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,151753,FALSE,171,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,36383,3925,1771,4666,10133,15888,1872,161,66,238,551,856,4598,0,0,iOS,746
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,141192,FALSE,171,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,36902,3961,1783,4739,10307,16112,2184,189,73,272,668,982,4598,0,0,iOS,747
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,155321,FALSE,171,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,37504,3994,1800,4814,10492,16404,2556,219,83,313,786,1155,4598,0,0,iOS,748
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,146804,FALSE,172,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,38125,4030,1818,4897,10701,16679,2995,250,94,371,939,1341,4598,0,0,iOS,749
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,147185,FALSE,172,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,38596,4055,1831,4955,10857,16898,3448,276,104,428,1091,1549,4598,0,0,iOS,750
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,150065,FALSE,172,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,39053,4088,1848,5012,10982,17123,4030,316,128,496,1258,1832,4598,0,0,iOS,751
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,158108,FALSE,172,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4,39637,4127,1873,5084,11170,17383,4657,357,153,578,1452,2117,4598,0,0,iOS,752
